,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_good_efficacy,review_vs_whole_ref_bag,allwords,sentiment,0.67,0.67,0.68,0.71,grid,train,2024-02-29 01:43
