,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_good_efficacy,review_sentence_vs_ref_sentence,allwords,notSentiment,0.33,0.43,0.39,0.79,not grid,train,2024-02-29 11:03
