,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test
0,c_good_efficacy,review_sentence_vs_whole_ref_bag,allwords,sentiment,0.46,0.86,0.52,0.83,not grid,train
