,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_bad_com,review_sentence_vs_whole_ref_bag,stopwords,notSentiment,0.66,0.66,0.71,0.72,grid,train,2024-02-29 01:40
