,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test
0,c_bad_com,review_sentence_vs_ref_sentence,allwords,sentiment,0.8,0.78,0.86,0.78,not grid,train
