,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_good_com,review_sentence_vs_whole_ref_bag,stopwords,notSentiment,0.63,0.69,0.62,0.77,grid,train,2024-02-29 01:29
