,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_good_com,review_sentence_vs_whole_ref_bag,allwords,notSentiment,0.53,0.56,0.57,0.75,grid,train,2024-02-29 01:26
