,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test
0,c_bad_com,review_sentence_vs_whole_ref_bag,stopwords,sentiment,0.7,0.75,0.68,0.68,grid,train
