,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test
0,c_good_com,review_sentence_vs_whole_ref_bag,stopwords,sentiment,0.71,0.74,0.69,0.68,grid,train
