,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_good_efficacy,review_sentence_vs_whole_ref_bag,allwords,notSentiment,0.48,0.54,0.54,0.74,grid,train,2024-02-29 01:47
