,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_good_efficacy,review_sentence_vs_ref_sentence,stopwords,sentiment,0.75,0.75,0.74,0.8,grid,train,2024-02-29 01:46
