,label,test,word_mode,sentiment,f1,precision,recall,used/optimal_threshold,grid,train_valid_test,time
0,c_bad_com,review_sentence_vs_ref_sentence,allwords,notSentiment,0.69,0.68,0.71,0.85,not grid,train,2024-02-29 11:03
